game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,result,total,bears_win
2010_01_DET_CHI,2010,REG,1,2010-09-12,Sunday,13:00,DET,14,CHI,19,5,33,1
2010_02_CHI_DAL,2010,REG,2,2010-09-19,Sunday,13:00,CHI,27,DAL,20,-7,47,1
2010_03_GB_CHI,2010,REG,3,2010-09-27,Monday,20:30,GB,17,CHI,20,3,37,1
2010_04_CHI_NYG,2010,REG,4,2010-10-03,Sunday,20:20,CHI,3,NYG,17,14,20,0
2010_05_CHI_CAR,2010,REG,5,2010-10-10,Sunday,13:00,CHI,23,CAR,6,-17,29,1
2010_06_SEA_CHI,2010,REG,6,2010-10-17,Sunday,13:00,SEA,23,CHI,20,-3,43,0
2010_07_WAS_CHI,2010,REG,7,2010-10-24,Sunday,13:00,WAS,17,CHI,14,-3,31,0
2010_09_CHI_BUF,2010,REG,9,2010-11-07,Sunday,13:00,CHI,22,BUF,19,-3,41,1
2010_10_MIN_CHI,2010,REG,10,2010-11-14,Sunday,13:00,MIN,13,CHI,27,14,40,1
2010_11_CHI_MIA,2010,REG,11,2010-11-18,Thursday,20:20,CHI,16,MIA,0,-16,16,1
2010_12_PHI_CHI,2010,REG,12,2010-11-28,Sunday,16:15,PHI,26,CHI,31,5,57,1
2010_13_CHI_DET,2010,REG,13,2010-12-05,Sunday,13:00,CHI,24,DET,20,-4,44,1
2010_14_NE_CHI,2010,REG,14,2010-12-12,Sunday,16:15,NE,36,CHI,7,-29,43,0
2010_15_CHI_MIN,2010,REG,15,2010-12-20,Monday,20:30,CHI,40,MIN,14,-26,54,1
2010_16_NYJ_CHI,2010,REG,16,2010-12-26,Sunday,13:00,NYJ,34,CHI,38,4,72,1
2010_17_CHI_GB,2010,REG,17,2011-01-02,Sunday,16:15,CHI,3,GB,10,7,13,0
2010_19_SEA_CHI,2010,DIV,19,2011-01-16,Sunday,13:00,SEA,24,CHI,35,11,59,1
2010_20_GB_CHI,2010,CON,20,2011-01-23,Sunday,15:00,GB,21,CHI,14,-7,35,0
2011_01_ATL_CHI,2011,REG,1,2011-09-11,Sunday,13:00,ATL,12,CHI,30,18,42,1
2011_02_CHI_NO,2011,REG,2,2011-09-18,Sunday,13:00,CHI,13,NO,30,17,43,0
2011_03_GB_CHI,2011,REG,3,2011-09-25,Sunday,16:15,GB,27,CHI,17,-10,44,0
2011_04_CAR_CHI,2011,REG,4,2011-10-02,Sunday,13:00,CAR,29,CHI,34,5,63,1
2011_05_CHI_DET,2011,REG,5,2011-10-10,Monday,20:30,CHI,13,DET,24,11,37,0
2011_06_MIN_CHI,2011,REG,6,2011-10-16,Sunday,20:20,MIN,10,CHI,39,29,49,1
2011_07_CHI_TB,2011,REG,7,2011-10-23,Sunday,13:00,CHI,24,TB,18,-6,42,1
2011_09_CHI_PHI,2011,REG,9,2011-11-07,Monday,20:30,CHI,30,PHI,24,-6,54,1
2011_10_DET_CHI,2011,REG,10,2011-11-13,Sunday,16:15,DET,13,CHI,37,24,50,1
2011_11_SD_CHI,2011,REG,11,2011-11-20,Sunday,16:15,SD,20,CHI,31,11,51,1
2011_12_CHI_OAK,2011,REG,12,2011-11-27,Sunday,16:05,CHI,20,OAK,25,5,45,0
2011_13_KC_CHI,2011,REG,13,2011-12-04,Sunday,13:00,KC,10,CHI,3,-7,13,0
2011_14_CHI_DEN,2011,REG,14,2011-12-11,Sunday,16:05,CHI,10,DEN,13,3,23,0
2011_15_SEA_CHI,2011,REG,15,2011-12-18,Sunday,13:00,SEA,38,CHI,14,-24,52,0
2011_16_CHI_GB,2011,REG,16,2011-12-25,Sunday,20:20,CHI,21,GB,35,14,56,0
2011_17_CHI_MIN,2011,REG,17,2012-01-01,Sunday,13:00,CHI,17,MIN,13,-4,30,1
2012_01_IND_CHI,2012,REG,1,2012-09-09,Sunday,13:00,IND,21,CHI,41,20,62,1
2012_02_CHI_GB,2012,REG,2,2012-09-13,Thursday,20:20,CHI,10,GB,23,13,33,0
2012_03_STL_CHI,2012,REG,3,2012-09-23,Sunday,13:00,STL,6,CHI,23,17,29,1
2012_04_CHI_DAL,2012,REG,4,2012-10-01,Monday,20:30,CHI,34,DAL,18,-16,52,1
2012_05_CHI_JAX,2012,REG,5,2012-10-07,Sunday,16:05,CHI,41,JAX,3,-38,44,1
2012_07_DET_CHI,2012,REG,7,2012-10-22,Monday,20:30,DET,7,CHI,13,6,20,1
2012_08_CAR_CHI,2012,REG,8,2012-10-28,Sunday,13:00,CAR,22,CHI,23,1,45,1
2012_09_CHI_TEN,2012,REG,9,2012-11-04,Sunday,13:00,CHI,51,TEN,20,-31,71,1
2012_10_HOU_CHI,2012,REG,10,2012-11-11,Sunday,20:20,HOU,13,CHI,6,-7,19,0
2012_11_CHI_SF,2012,REG,11,2012-11-19,Monday,20:30,CHI,7,SF,32,25,39,0
2012_12_MIN_CHI,2012,REG,12,2012-11-25,Sunday,13:00,MIN,10,CHI,28,18,38,1
2012_13_SEA_CHI,2012,REG,13,2012-12-02,Sunday,13:00,SEA,23,CHI,17,-6,40,0
2012_14_CHI_MIN,2012,REG,14,2012-12-09,Sunday,13:00,CHI,14,MIN,21,7,35,0
2012_15_GB_CHI,2012,REG,15,2012-12-16,Sunday,13:00,GB,21,CHI,13,-8,34,0
2012_16_CHI_ARI,2012,REG,16,2012-12-23,Sunday,16:25,CHI,28,ARI,13,-15,41,1
2012_17_CHI_DET,2012,REG,17,2012-12-30,Sunday,13:00,CHI,26,DET,24,-2,50,1
2013_01_CIN_CHI,2013,REG,1,2013-09-08,Sunday,13:00,CIN,21,CHI,24,3,45,1
2013_02_MIN_CHI,2013,REG,2,2013-09-15,Sunday,13:00,MIN,30,CHI,31,1,61,1
2013_03_CHI_PIT,2013,REG,3,2013-09-22,Sunday,20:30,CHI,40,PIT,23,-17,63,1
2013_04_CHI_DET,2013,REG,4,2013-09-29,Sunday,13:00,CHI,32,DET,40,8,72,0
2013_05_NO_CHI,2013,REG,5,2013-10-06,Sunday,13:00,NO,26,CHI,18,-8,44,0
2013_06_NYG_CHI,2013,REG,6,2013-10-10,Thursday,20:25,NYG,21,CHI,27,6,48,1
2013_07_CHI_WAS,2013,REG,7,2013-10-20,Sunday,13:00,CHI,41,WAS,45,4,86,0
2013_09_CHI_GB,2013,REG,9,2013-11-04,Monday,20:30,CHI,27,GB,20,-7,47,1
2013_10_DET_CHI,2013,REG,10,2013-11-10,Sunday,13:00,DET,21,CHI,19,-2,40,0
2013_11_BAL_CHI,2013,REG,11,2013-11-17,Sunday,13:00,BAL,20,CHI,23,3,43,1
2013_12_CHI_STL,2013,REG,12,2013-11-24,Sunday,13:00,CHI,21,STL,42,21,63,0
2013_13_CHI_MIN,2013,REG,13,2013-12-01,Sunday,13:00,CHI,20,MIN,23,3,43,0
2013_14_DAL_CHI,2013,REG,14,2013-12-09,Monday,20:30,DAL,28,CHI,45,17,73,1
2013_15_CHI_CLE,2013,REG,15,2013-12-15,Sunday,13:00,CHI,38,CLE,31,-7,69,1
2013_16_CHI_PHI,2013,REG,16,2013-12-22,Sunday,20:30,CHI,11,PHI,54,43,65,0
2013_17_GB_CHI,2013,REG,17,2013-12-29,Sunday,16:25,GB,33,CHI,28,-5,61,0
2014_01_BUF_CHI,2014,REG,1,2014-09-07,Sunday,13:00,BUF,23,CHI,20,-3,43,0
2014_02_CHI_SF,2014,REG,2,2014-09-14,Sunday,20:30,CHI,28,SF,20,-8,48,1
2014_03_CHI_NYJ,2014,REG,3,2014-09-22,Monday,20:30,CHI,27,NYJ,19,-8,46,1
2014_04_GB_CHI,2014,REG,4,2014-09-28,Sunday,13:00,GB,38,CHI,17,-21,55,0
2014_05_CHI_CAR,2014,REG,5,2014-10-05,Sunday,13:00,CHI,24,CAR,31,7,55,0
2014_06_CHI_ATL,2014,REG,6,2014-10-12,Sunday,16:25,CHI,27,ATL,13,-14,40,1
2014_07_MIA_CHI,2014,REG,7,2014-10-19,Sunday,13:00,MIA,27,CHI,14,-13,41,0
2014_08_CHI_NE,2014,REG,8,2014-10-26,Sunday,13:00,CHI,23,NE,51,28,74,0
2014_10_CHI_GB,2014,REG,10,2014-11-09,Sunday,20:30,CHI,14,GB,55,41,69,0
2014_11_MIN_CHI,2014,REG,11,2014-11-16,Sunday,13:00,MIN,13,CHI,21,8,34,1
2014_12_TB_CHI,2014,REG,12,2014-11-23,Sunday,13:00,TB,13,CHI,21,8,34,1
2014_13_CHI_DET,2014,REG,13,2014-11-27,Thursday,12:30,CHI,17,DET,34,17,51,0
2014_14_DAL_CHI,2014,REG,14,2014-12-04,Thursday,20:25,DAL,41,CHI,28,-13,69,0
2014_15_NO_CHI,2014,REG,15,2014-12-15,Monday,20:30,NO,31,CHI,15,-16,46,0
2014_16_DET_CHI,2014,REG,16,2014-12-21,Sunday,13:00,DET,20,CHI,14,-6,34,0
2014_17_CHI_MIN,2014,REG,17,2014-12-28,Sunday,13:00,CHI,9,MIN,13,4,22,0
2015_01_GB_CHI,2015,REG,1,2015-09-13,Sunday,13:00,GB,31,CHI,23,-8,54,0
2015_02_ARI_CHI,2015,REG,2,2015-09-20,Sunday,13:00,ARI,48,CHI,23,-25,71,0
2015_03_CHI_SEA,2015,REG,3,2015-09-27,Sunday,16:25,CHI,0,SEA,26,26,26,0
2015_04_OAK_CHI,2015,REG,4,2015-10-04,Sunday,13:00,OAK,20,CHI,22,2,42,1
2015_05_CHI_KC,2015,REG,5,2015-10-11,Sunday,13:00,CHI,18,KC,17,-1,35,1
2015_06_CHI_DET,2015,REG,6,2015-10-18,Sunday,13:00,CHI,34,DET,37,3,71,0
2015_08_MIN_CHI,2015,REG,8,2015-11-01,Sunday,13:00,MIN,23,CHI,20,-3,43,0
2015_09_CHI_SD,2015,REG,9,2015-11-09,Monday,20:30,CHI,22,SD,19,-3,41,1
2015_10_CHI_STL,2015,REG,10,2015-11-15,Sunday,13:00,CHI,37,STL,13,-24,50,1
2015_11_DEN_CHI,2015,REG,11,2015-11-22,Sunday,13:00,DEN,17,CHI,15,-2,32,0
2015_12_CHI_GB,2015,REG,12,2015-11-26,Thursday,20:30,CHI,17,GB,13,-4,30,1
2015_13_SF_CHI,2015,REG,13,2015-12-06,Sunday,13:00,SF,26,CHI,20,-6,46,0
2015_14_WAS_CHI,2015,REG,14,2015-12-13,Sunday,13:00,WAS,24,CHI,21,-3,45,0
2015_15_CHI_MIN,2015,REG,15,2015-12-20,Sunday,13:00,CHI,17,MIN,38,21,55,0
2015_16_CHI_TB,2015,REG,16,2015-12-27,Sunday,13:00,CHI,26,TB,21,-5,47,1
2015_17_DET_CHI,2015,REG,17,2016-01-03,Sunday,13:00,DET,24,CHI,20,-4,44,0
2016_01_CHI_HOU,2016,REG,1,2016-09-11,Sunday,13:00,CHI,14,HOU,23,9,37,0
2016_02_PHI_CHI,2016,REG,2,2016-09-19,Monday,20:30,PHI,29,CHI,14,-15,43,0
2016_03_CHI_DAL,2016,REG,3,2016-09-25,Sunday,20:30,CHI,17,DAL,31,14,48,0
2016_04_DET_CHI,2016,REG,4,2016-10-02,Sunday,13:00,DET,14,CHI,17,3,31,1
2016_05_CHI_IND,2016,REG,5,2016-10-09,Sunday,13:00,CHI,23,IND,29,6,52,0
2016_06_JAX_CHI,2016,REG,6,2016-10-16,Sunday,13:00,JAX,17,CHI,16,-1,33,0
2016_07_CHI_GB,2016,REG,7,2016-10-20,Thursday,20:25,CHI,10,GB,26,16,36,0
2016_08_MIN_CHI,2016,REG,8,2016-10-31,Monday,20:30,MIN,10,CHI,20,10,30,1
2016_10_CHI_TB,2016,REG,10,2016-11-13,Sunday,13:00,CHI,10,TB,36,26,46,0
2016_11_CHI_NYG,2016,REG,11,2016-11-20,Sunday,13:00,CHI,16,NYG,22,6,38,0
2016_12_TEN_CHI,2016,REG,12,2016-11-27,Sunday,13:00,TEN,27,CHI,21,-6,48,0
2016_13_SF_CHI,2016,REG,13,2016-12-04,Sunday,13:00,SF,6,CHI,26,20,32,1
2016_14_CHI_DET,2016,REG,14,2016-12-11,Sunday,13:00,CHI,17,DET,20,3,37,0
2016_15_GB_CHI,2016,REG,15,2016-12-18,Sunday,13:00,GB,30,CHI,27,-3,57,0
2016_16_WAS_CHI,2016,REG,16,2016-12-24,Saturday,13:00,WAS,41,CHI,21,-20,62,0
2016_17_CHI_MIN,2016,REG,17,2017-01-01,Sunday,13:00,CHI,10,MIN,38,28,48,0
2017_01_ATL_CHI,2017,REG,1,2017-09-10,Sunday,13:00,ATL,23,CHI,17,-6,40,0
2017_02_CHI_TB,2017,REG,2,2017-09-17,Sunday,13:00,CHI,7,TB,29,22,36,0
2017_03_PIT_CHI,2017,REG,3,2017-09-24,Sunday,13:00,PIT,17,CHI,23,6,40,1
2017_04_CHI_GB,2017,REG,4,2017-09-28,Thursday,20:25,CHI,14,GB,35,21,49,0
2017_05_MIN_CHI,2017,REG,5,2017-10-09,Monday,20:30,MIN,20,CHI,17,-3,37,0
2017_06_CHI_BAL,2017,REG,6,2017-10-15,Sunday,13:00,CHI,27,BAL,24,-3,51,1
2017_07_CAR_CHI,2017,REG,7,2017-10-22,Sunday,13:00,CAR,3,CHI,17,14,20,1
2017_08_CHI_NO,2017,REG,8,2017-10-29,Sunday,13:00,CHI,12,NO,20,8,32,0
2017_10_GB_CHI,2017,REG,10,2017-11-12,Sunday,13:00,GB,23,CHI,16,-7,39,0
2017_11_DET_CHI,2017,REG,11,2017-11-19,Sunday,13:00,DET,27,CHI,24,-3,51,0
2017_12_CHI_PHI,2017,REG,12,2017-11-26,Sunday,13:00,CHI,3,PHI,31,28,34,0
2017_13_SF_CHI,2017,REG,13,2017-12-03,Sunday,13:00,SF,15,CHI,14,-1,29,0
2017_14_CHI_CIN,2017,REG,14,2017-12-10,Sunday,13:00,CHI,33,CIN,7,-26,40,1
2017_15_CHI_DET,2017,REG,15,2017-12-16,Saturday,16:30,CHI,10,DET,20,10,30,0
2017_16_CLE_CHI,2017,REG,16,2017-12-24,Sunday,13:00,CLE,3,CHI,20,17,23,1
2017_17_CHI_MIN,2017,REG,17,2017-12-31,Sunday,13:00,CHI,10,MIN,23,13,33,0
2018_01_CHI_GB,2018,REG,1,2018-09-09,Sunday,20:20,CHI,23,GB,24,1,47,0
2018_02_SEA_CHI,2018,REG,2,2018-09-17,Monday,20:15,SEA,17,CHI,24,7,41,1
2018_03_CHI_ARI,2018,REG,3,2018-09-23,Sunday,16:25,CHI,16,ARI,14,-2,30,1
2018_04_TB_CHI,2018,REG,4,2018-09-30,Sunday,13:00,TB,10,CHI,48,38,58,1
2018_06_CHI_MIA,2018,REG,6,2018-10-14,Sunday,13:00,CHI,28,MIA,31,3,59,0
2018_07_NE_CHI,2018,REG,7,2018-10-21,Sunday,13:00,NE,38,CHI,31,-7,69,0
2018_08_NYJ_CHI,2018,REG,8,2018-10-28,Sunday,13:00,NYJ,10,CHI,24,14,34,1
2018_09_CHI_BUF,2018,REG,9,2018-11-04,Sunday,13:00,CHI,41,BUF,9,-32,50,1
2018_10_DET_CHI,2018,REG,10,2018-11-11,Sunday,13:00,DET,22,CHI,34,12,56,1
2018_11_MIN_CHI,2018,REG,11,2018-11-18,Sunday,20:20,MIN,20,CHI,25,5,45,1
2018_12_CHI_DET,2018,REG,12,2018-11-22,Thursday,12:30,CHI,23,DET,16,-7,39,1
2018_13_CHI_NYG,2018,REG,13,2018-12-02,Sunday,13:00,CHI,27,NYG,30,3,57,0
2018_14_LA_CHI,2018,REG,14,2018-12-09,Sunday,20:20,LA,6,CHI,15,9,21,1
2018_15_GB_CHI,2018,REG,15,2018-12-16,Sunday,13:00,GB,17,CHI,24,7,41,1
2018_16_CHI_SF,2018,REG,16,2018-12-23,Sunday,16:05,CHI,14,SF,9,-5,23,1
2018_17_CHI_MIN,2018,REG,17,2018-12-30,Sunday,16:25,CHI,24,MIN,10,-14,34,1
2018_18_PHI_CHI,2018,WC,18,2019-01-06,Sunday,16:40,PHI,16,CHI,15,-1,31,0
2019_01_GB_CHI,2019,REG,1,2019-09-05,Thursday,20:20,GB,10,CHI,3,-7,13,0
2019_02_CHI_DEN,2019,REG,2,2019-09-15,Sunday,16:25,CHI,16,DEN,14,-2,30,1
2019_03_CHI_WAS,2019,REG,3,2019-09-23,Monday,20:15,CHI,31,WAS,15,-16,46,1
2019_04_MIN_CHI,2019,REG,4,2019-09-29,Sunday,16:25,MIN,6,CHI,16,10,22,1
2019_05_CHI_OAK,2019,REG,5,2019-10-06,Sunday,13:00,CHI,21,OAK,24,3,45,0
2019_07_NO_CHI,2019,REG,7,2019-10-20,Sunday,16:25,NO,36,CHI,25,-11,61,0
2019_08_LAC_CHI,2019,REG,8,2019-10-27,Sunday,13:00,LAC,17,CHI,16,-1,33,0
2019_09_CHI_PHI,2019,REG,9,2019-11-03,Sunday,13:00,CHI,14,PHI,22,8,36,0
2019_10_DET_CHI,2019,REG,10,2019-11-10,Sunday,13:00,DET,13,CHI,20,7,33,1
2019_11_CHI_LA,2019,REG,11,2019-11-17,Sunday,20:20,CHI,7,LA,17,10,24,0
2019_12_NYG_CHI,2019,REG,12,2019-11-24,Sunday,13:00,NYG,14,CHI,19,5,33,1
2019_13_CHI_DET,2019,REG,13,2019-11-28,Thursday,12:30,CHI,24,DET,20,-4,44,1
2019_14_DAL_CHI,2019,REG,14,2019-12-05,Thursday,20:20,DAL,24,CHI,31,7,55,1
2019_15_CHI_GB,2019,REG,15,2019-12-15,Sunday,13:00,CHI,13,GB,21,8,34,0
2019_16_KC_CHI,2019,REG,16,2019-12-22,Sunday,20:20,KC,26,CHI,3,-23,29,0
2019_17_CHI_MIN,2019,REG,17,2019-12-29,Sunday,13:00,CHI,21,MIN,19,-2,40,1
2020_01_CHI_DET,2020,REG,1,2020-09-13,Sunday,13:00,CHI,27,DET,23,-4,50,1
2020_02_NYG_CHI,2020,REG,2,2020-09-20,Sunday,13:00,NYG,13,CHI,17,4,30,1
2020_03_CHI_ATL,2020,REG,3,2020-09-27,Sunday,13:00,CHI,30,ATL,26,-4,56,1
2020_04_IND_CHI,2020,REG,4,2020-10-04,Sunday,16:25,IND,19,CHI,11,-8,30,0
2020_05_TB_CHI,2020,REG,5,2020-10-08,Thursday,20:20,TB,19,CHI,20,1,39,1
2020_06_CHI_CAR,2020,REG,6,2020-10-18,Sunday,13:00,CHI,23,CAR,16,-7,39,1
2020_07_CHI_LA,2020,REG,7,2020-10-26,Monday,20:15,CHI,10,LA,24,14,34,0
2020_08_NO_CHI,2020,REG,8,2020-11-01,Sunday,16:25,NO,26,CHI,23,-3,49,0
2020_09_CHI_TEN,2020,REG,9,2020-11-08,Sunday,13:00,CHI,17,TEN,24,7,41,0
2020_10_MIN_CHI,2020,REG,10,2020-11-16,Monday,20:15,MIN,19,CHI,13,-6,32,0
2020_12_CHI_GB,2020,REG,12,2020-11-29,Sunday,20:20,CHI,25,GB,41,16,66,0
2020_13_DET_CHI,2020,REG,13,2020-12-06,Sunday,13:00,DET,34,CHI,30,-4,64,0
2020_14_HOU_CHI,2020,REG,14,2020-12-13,Sunday,13:00,HOU,7,CHI,36,29,43,1
2020_15_CHI_MIN,2020,REG,15,2020-12-20,Sunday,13:00,CHI,33,MIN,27,-6,60,1
2020_16_CHI_JAX,2020,REG,16,2020-12-27,Sunday,13:00,CHI,41,JAX,17,-24,58,1
2020_17_GB_CHI,2020,REG,17,2021-01-03,Sunday,16:25,GB,35,CHI,16,-19,51,0
2020_18_CHI_NO,2020,WC,18,2021-01-10,Sunday,16:40,CHI,9,NO,21,12,30,0
2021_01_CHI_LA,2021,REG,1,2021-09-12,Sunday,20:20,CHI,14,LA,34,20,48,0
2021_02_CIN_CHI,2021,REG,2,2021-09-19,Sunday,13:00,CIN,17,CHI,20,3,37,1
2021_03_CHI_CLE,2021,REG,3,2021-09-26,Sunday,13:00,CHI,6,CLE,26,20,32,0
2021_04_DET_CHI,2021,REG,4,2021-10-03,Sunday,13:00,DET,14,CHI,24,10,38,1
2021_05_CHI_LV,2021,REG,5,2021-10-10,Sunday,16:05,CHI,20,LV,9,-11,29,1
2021_06_GB_CHI,2021,REG,6,2021-10-17,Sunday,13:00,GB,24,CHI,14,-10,38,0
2021_07_CHI_TB,2021,REG,7,2021-10-24,Sunday,16:25,CHI,3,TB,38,35,41,0
2021_08_SF_CHI,2021,REG,8,2021-10-31,Sunday,13:00,SF,33,CHI,22,-11,55,0
2021_09_CHI_PIT,2021,REG,9,2021-11-08,Monday,20:15,CHI,27,PIT,29,2,56,0
2021_11_BAL_CHI,2021,REG,11,2021-11-21,Sunday,13:00,BAL,16,CHI,13,-3,29,0
2021_12_CHI_DET,2021,REG,12,2021-11-25,Thursday,12:30,CHI,16,DET,14,-2,30,1
2021_13_ARI_CHI,2021,REG,13,2021-12-05,Sunday,13:00,ARI,33,CHI,22,-11,55,0
2021_14_CHI_GB,2021,REG,14,2021-12-12,Sunday,20:20,CHI,30,GB,45,15,75,0
2021_15_MIN_CHI,2021,REG,15,2021-12-20,Monday,20:15,MIN,17,CHI,9,-8,26,0
2021_16_CHI_SEA,2021,REG,16,2021-12-26,Sunday,16:05,CHI,25,SEA,24,-1,49,1
2021_17_NYG_CHI,2021,REG,17,2022-01-02,Sunday,13:00,NYG,3,CHI,29,26,32,1
2021_18_CHI_MIN,2021,REG,18,2022-01-09,Sunday,13:00,CHI,17,MIN,31,14,48,0
2022_01_SF_CHI,2022,REG,1,2022-09-11,Sunday,13:00,SF,10,CHI,19,9,29,1
2022_02_CHI_GB,2022,REG,2,2022-09-18,Sunday,20:20,CHI,10,GB,27,17,37,0
2022_03_HOU_CHI,2022,REG,3,2022-09-25,Sunday,13:00,HOU,20,CHI,23,3,43,1
2022_04_CHI_NYG,2022,REG,4,2022-10-02,Sunday,13:00,CHI,12,NYG,20,8,32,0
2022_05_CHI_MIN,2022,REG,5,2022-10-09,Sunday,13:00,CHI,22,MIN,29,7,51,0
2022_06_WAS_CHI,2022,REG,6,2022-10-13,Thursday,20:15,WAS,12,CHI,7,-5,19,0
2022_07_CHI_NE,2022,REG,7,2022-10-24,Monday,20:15,CHI,33,NE,14,-19,47,1
2022_08_CHI_DAL,2022,REG,8,2022-10-30,Sunday,13:00,CHI,29,DAL,49,20,78,0
2022_09_MIA_CHI,2022,REG,9,2022-11-06,Sunday,13:00,MIA,35,CHI,32,-3,67,0
2022_10_DET_CHI,2022,REG,10,2022-11-13,Sunday,13:00,DET,31,CHI,30,-1,61,0
2022_11_CHI_ATL,2022,REG,11,2022-11-20,Sunday,13:00,CHI,24,ATL,27,3,51,0
2022_12_CHI_NYJ,2022,REG,12,2022-11-27,Sunday,13:00,CHI,10,NYJ,31,21,41,0
2022_13_GB_CHI,2022,REG,13,2022-12-04,Sunday,13:00,GB,28,CHI,19,-9,47,0
2022_15_PHI_CHI,2022,REG,15,2022-12-18,Sunday,13:00,PHI,25,CHI,20,-5,45,0
2022_16_BUF_CHI,2022,REG,16,2022-12-24,Saturday,13:00,BUF,35,CHI,13,-22,48,0
2022_17_CHI_DET,2022,REG,17,2023-01-01,Sunday,13:00,CHI,10,DET,41,31,51,0
2022_18_MIN_CHI,2022,REG,18,2023-01-08,Sunday,13:00,MIN,29,CHI,13,-16,42,0
2023_01_GB_CHI,2023,REG,1,2023-09-10,Sunday,16:25,GB,38,CHI,20,-18,58,0
2023_02_CHI_TB,2023,REG,2,2023-09-17,Sunday,13:00,CHI,17,TB,27,10,44,0
2023_03_CHI_KC,2023,REG,3,2023-09-24,Sunday,16:25,CHI,10,KC,41,31,51,0
2023_04_DEN_CHI,2023,REG,4,2023-10-01,Sunday,13:00,DEN,31,CHI,28,-3,59,0
2023_05_CHI_WAS,2023,REG,5,2023-10-05,Thursday,20:15,CHI,40,WAS,20,-20,60,1
2023_06_MIN_CHI,2023,REG,6,2023-10-15,Sunday,13:00,MIN,19,CHI,13,-6,32,0
2023_07_LV_CHI,2023,REG,7,2023-10-22,Sunday,13:00,LV,12,CHI,30,18,42,1
2023_08_CHI_LAC,2023,REG,8,2023-10-29,Sunday,20:20,CHI,13,LAC,30,17,43,0
2023_09_CHI_NO,2023,REG,9,2023-11-05,Sunday,13:00,CHI,17,NO,24,7,41,0
2023_10_CAR_CHI,2023,REG,10,2023-11-09,Thursday,20:15,CAR,13,CHI,16,3,29,1
2023_11_CHI_DET,2023,REG,11,2023-11-19,Sunday,13:00,CHI,26,DET,31,5,57,0
2023_12_CHI_MIN,2023,REG,12,2023-11-27,Monday,20:15,CHI,12,MIN,10,-2,22,1
2023_14_DET_CHI,2023,REG,14,2023-12-10,Sunday,13:00,DET,13,CHI,28,15,41,1
2023_15_CHI_CLE,2023,REG,15,2023-12-17,Sunday,13:00,CHI,17,CLE,20,3,37,0
2023_16_ARI_CHI,2023,REG,16,2023-12-24,Sunday,16:25,ARI,16,CHI,27,11,43,1
2023_17_ATL_CHI,2023,REG,17,2023-12-31,Sunday,13:00,ATL,17,CHI,37,20,54,1
2023_18_CHI_GB,2023,REG,18,2024-01-07,Sunday,16:25,CHI,9,GB,17,8,26,0
2024_01_TEN_CHI,2024,REG,1,2024-09-08,Sunday,13:00,TEN,17,CHI,24,7,41,1
2024_02_CHI_HOU,2024,REG,2,2024-09-15,Sunday,20:20,CHI,13,HOU,19,6,32,0
2024_03_CHI_IND,2024,REG,3,2024-09-22,Sunday,13:00,CHI,16,IND,21,5,37,0
2024_04_LA_CHI,2024,REG,4,2024-09-29,Sunday,13:00,LA,18,CHI,24,6,42,1
2024_05_CAR_CHI,2024,REG,5,2024-10-06,Sunday,13:00,CAR,10,CHI,36,26,46,1
2024_06_JAX_CHI,2024,REG,6,2024-10-13,Sunday,09:30,JAX,16,CHI,35,19,51,1
2024_08_CHI_WAS,2024,REG,8,2024-10-27,Sunday,16:25,CHI,15,WAS,18,3,33,0
2024_09_CHI_ARI,2024,REG,9,2024-11-03,Sunday,16:05,CHI,9,ARI,29,20,38,0
2024_10_NE_CHI,2024,REG,10,2024-11-10,Sunday,13:00,NE,19,CHI,3,-16,22,0
2024_11_GB_CHI,2024,REG,11,2024-11-17,Sunday,13:00,GB,20,CHI,19,-1,39,0
2024_12_MIN_CHI,2024,REG,12,2024-11-24,Sunday,13:00,MIN,30,CHI,27,-3,57,0
2024_13_CHI_DET,2024,REG,13,2024-11-28,Thursday,12:30,CHI,20,DET,23,3,43,0
2024_14_CHI_SF,2024,REG,14,2024-12-08,Sunday,16:25,CHI,13,SF,38,25,51,0
2024_15_CHI_MIN,2024,REG,15,2024-12-16,Monday,20:00,CHI,12,MIN,30,18,42,0
2024_16_DET_CHI,2024,REG,16,2024-12-22,Sunday,13:00,DET,34,CHI,17,-17,51,0
2024_17_SEA_CHI,2024,REG,17,2024-12-26,Thursday,20:15,SEA,6,CHI,3,-3,9,0
2024_18_CHI_GB,2024,REG,18,2025-01-05,Sunday,13:00,CHI,24,GB,22,-2,46,1
